brand,model_year,mileage_km,engine_size_l,transmission,fuel_type,num_owners,condition_score,price
Toyota,2021,249697,1.0,Automatic,Gasoline,2,5,5768
Ford,2020,15207,2.9,Automatic,Diesel,4,7,23787
Ford,2011,207199,2.7,Automatic,Diesel,3,6,5769
Chevrolet,2022,32757,1.4,Automatic,Gasoline,3,3,18500
Honda,2000,152298,4.7,Manual,Gasoline,3,5,6546
Chevrolet,2010,231340,4.2,Manual,Diesel,2,3,3820
Chevrolet,2020,197479,1.9,Manual,Gasoline,1,9,11904
Hyundai,2014,163278,2.0,Automatic,Gasoline,4,2,11431
Toyota,2001,156328,1.1,Manual,Gasoline,4,6,6043
Honda,2019,38822,2.2,Automatic,Gasoline,4,9,20639
BMW,2006,46340,3.3,Manual,Electric,3,10,15629
BMW,2020,247955,2.7,Manual,Gasoline,2,7,8223
Ford,2011,188306,4.9,Manual,Diesel,4,5,11635
Ford,2021,48351,1.2,Manual,Electric,3,2,17600
BMW,2017,111311,3.4,Manual,Electric,1,2,17353
Ford,2002,184743,4.4,Manual,Diesel,3,4,5267
Toyota,2006,80320,2.9,Automatic,Gasoline,4,10,13539
Chevrolet,2010,107565,1.0,Automatic,Electric,4,2,9644
Ford,2017,171229,2.0,Automatic,Electric,1,8,9703
Hyundai,2011,24937,2.3,Automatic,Gasoline,2,10,16132
Ford,2005,190362,4.9,Automatic,Gasoline,1,7,6420
Honda,2004,182779,4.6,Manual,Diesel,1,7,9255
Toyota,2000,16219,4.8,Automatic,Electric,4,3,10076
Honda,2011,14399,4.3,Automatic,Gasoline,4,7,14925
Honda,2010,131733,2.4,Automatic,Gasoline,2,8,10697
Hyundai,2003,234920,4.6,Automatic,Diesel,4,5,2707
Toyota,2017,163729,4.9,Automatic,Electric,1,1,11522
Toyota,2003,25047,2.4,Automatic,Gasoline,1,1,11177
Toyota,2016,236615,2.0,Automatic,Diesel,2,4,7601
Toyota,2001,212167,3.2,Automatic,Electric,4,2,4248
Toyota,2021,90693,1.7,Automatic,Electric,4,7,13159
Hyundai,2001,105931,1.1,Manual,Electric,1,3,5474
Ford,2011,208226,4.8,Automatic,Electric,1,4,12071
Honda,2005,180963,4.7,Automatic,Diesel,4,9,10739
Toyota,2009,142852,1.7,Manual,Gasoline,3,2,7942
Ford,2022,32050,2.6,Manual,Electric,1,8,20115
Ford,2020,78551,4.3,Automatic,Electric,1,1,18433
Honda,2022,73666,3.6,Automatic,Gasoline,1,3,17747
Hyundai,2015,229691,2.6,Automatic,Electric,2,4,6632
BMW,2013,87016,4.0,Manual,Electric,4,6,15405
BMW,2006,118135,4.6,Automatic,Gasoline,4,1,11234
Ford,2018,58010,4.7,Manual,Gasoline,4,8,21806
Chevrolet,2022,237084,2.5,Manual,Electric,1,2,10124
Chevrolet,2016,43165,1.7,Manual,Gasoline,4,5,16172
Honda,2008,16528,4.7,Manual,Diesel,4,6,18726
BMW,2012,125840,1.4,Manual,Diesel,4,8,9721
Ford,2021,185680,3.9,Automatic,Electric,2,3,15313
Hyundai,2004,141986,1.6,Automatic,Electric,2,9,2596
BMW,2022,42136,2.6,Manual,Gasoline,1,5,21427
Ford,2004,147251,2.6,Manual,Gasoline,4,8,10763
Ford,2009,91008,1.6,Manual,Electric,1,4,8596
Toyota,2020,17076,4.7,Manual,Electric,1,9,26112
Hyundai,2009,128911,1.0,Automatic,Diesel,1,8,9742
Toyota,2006,160855,4.6,Manual,Gasoline,1,5,10306
Honda,2014,121625,4.5,Manual,Electric,1,3,15557
Toyota,2006,182788,2.3,Automatic,Electric,1,1,3490
Toyota,2014,55298,3.8,Automatic,Gasoline,2,5,14428
BMW,2002,59304,2.0,Automatic,Gasoline,3,5,9983
Chevrolet,2018,84360,4.0,Automatic,Electric,2,4,17436
Ford,2009,74835,3.2,Manual,Electric,1,10,10674
Hyundai,2014,117424,2.2,Manual,Electric,3,10,11920
Toyota,2002,144190,2.6,Manual,Gasoline,3,8,3582
Hyundai,2005,212364,3.8,Manual,Electric,4,3,8317
Chevrolet,2011,61911,4.6,Manual,Electric,1,10,18188
Chevrolet,2014,209561,1.5,Manual,Electric,1,9,5466
Toyota,2005,108088,3.3,Manual,Diesel,2,3,10198
Honda,2012,20185,2.0,Manual,Diesel,3,4,13573
Toyota,2018,177864,4.2,Manual,Gasoline,3,6,9770
BMW,2002,216282,1.3,Automatic,Electric,1,9,-510
Ford,2007,55613,3.8,Manual,Electric,4,10,13718
Honda,2007,246084,1.7,Automatic,Gasoline,1,2,2361
Toyota,2022,169999,3.4,Automatic,Gasoline,3,2,16339
Hyundai,2019,5386,4.3,Automatic,Gasoline,4,2,21514
Honda,2014,228225,4.0,Automatic,Electric,4,5,9936
Honda,2003,208800,4.0,Manual,Diesel,3,6,964
Toyota,2018,212353,3.1,Automatic,Gasoline,1,3,13214
Honda,2020,35020,4.6,Automatic,Electric,1,3,18523
Hyundai,2002,47678,3.4,Manual,Gasoline,1,2,9728
Chevrolet,2012,222767,4.7,Automatic,Electric,2,6,7252
Honda,2007,66394,3.2,Manual,Gasoline,2,1,9105
Chevrolet,2022,205017,3.0,Manual,Electric,4,9,13811
Hyundai,2015,120377,1.9,Manual,Gasoline,1,10,16295
Toyota,2012,126716,3.2,Manual,Diesel,2,4,8136
Ford,2002,192486,1.6,Automatic,Gasoline,4,2,-2908
Honda,2015,190888,4.5,Manual,Gasoline,3,6,9806
Ford,2008,60918,3.7,Automatic,Diesel,3,5,13183
Hyundai,2013,227353,5.0,Automatic,Gasoline,1,3,10465
Honda,2012,247556,1.4,Manual,Diesel,3,3,2862
Chevrolet,2020,120640,2.0,Automatic,Electric,3,5,11281
BMW,2006,198766,4.5,Manual,Diesel,3,4,9027
Ford,2014,165527,2.6,Automatic,Diesel,4,5,8494
Honda,2006,109446,2.9,Automatic,Electric,3,2,10388
Ford,2005,174807,4.4,Automatic,Diesel,3,1,4483
Honda,2001,99702,3.1,Automatic,Diesel,4,5,7248
Toyota,2008,110509,1.8,Manual,Electric,2,1,9586
Chevrolet,2021,98608,4.6,Manual,Gasoline,4,3,17257
Ford,2016,119310,1.1,Automatic,Gasoline,2,8,13284
BMW,2004,148181,4.6,Automatic,Diesel,4,8,7773
BMW,2011,50802,1.2,Automatic,Gasoline,1,9,12646
Hyundai,2000,204092,3.7,Automatic,Gasoline,3,1,5112
Honda,2009,39622,1.3,Manual,Diesel,2,4,13428
Ford,2010,114935,3.8,Automatic,Electric,4,6,13130
Hyundai,2015,122919,1.1,Automatic,Gasoline,2,7,13127
Ford,2013,138669,4.4,Automatic,Diesel,2,5,14118
Honda,2007,176669,2.9,Manual,Electric,3,7,7479
BMW,2016,177026,1.4,Automatic,Gasoline,2,10,12529
Toyota,2017,74519,3.8,Manual,Electric,4,8,15999
BMW,2011,192187,3.0,Manual,Diesel,1,10,8686
Hyundai,2016,241060,1.8,Automatic,Electric,1,6,6227
Chevrolet,2013,179223,1.1,Automatic,Electric,3,4,7820
Toyota,2015,153112,2.7,Automatic,Diesel,4,1,9747
Hyundai,2013,49772,1.3,Manual,Gasoline,4,5,11066
Honda,2008,127431,1.4,Manual,Gasoline,1,10,10128
Toyota,2003,101090,2.1,Automatic,Electric,4,10,12870
Hyundai,2022,199904,3.5,Manual,Electric,2,10,16157
Honda,2010,163988,3.1,Automatic,Electric,3,4,10535
BMW,2005,49871,1.3,Automatic,Electric,1,5,10816
Chevrolet,2014,31372,4.9,Automatic,Gasoline,3,4,18921
Honda,2004,197779,4.5,Automatic,Diesel,2,9,5819
Ford,2010,44080,2.0,Automatic,Diesel,1,3,13379
Honda,2017,111242,1.5,Automatic,Diesel,4,3,11942
Honda,2012,47722,4.8,Manual,Electric,4,10,14604
Chevrolet,2010,34048,2.8,Manual,Electric,2,7,15695
Ford,2013,90205,2.2,Manual,Diesel,1,2,12332
Hyundai,2017,145849,3.0,Automatic,Gasoline,3,9,15886
Hyundai,2018,59711,4.1,Automatic,Diesel,1,8,20893
Honda,2014,172403,1.7,Automatic,Gasoline,4,6,5116
Ford,2008,25968,4.1,Manual,Electric,1,9,19629
Ford,2007,190041,4.0,Automatic,Diesel,1,3,5765
Chevrolet,2019,239417,3.2,Manual,Diesel,4,4,8907
BMW,2000,16292,4.5,Automatic,Electric,4,7,9530
Hyundai,2003,176866,1.5,Manual,Gasoline,3,1,3289
Chevrolet,2013,84459,3.4,Automatic,Diesel,1,1,15099
Toyota,2001,55192,2.8,Automatic,Diesel,4,1,12568
Hyundai,2015,163775,2.7,Manual,Gasoline,2,8,13013
Chevrolet,2002,89193,2.0,Manual,Diesel,4,6,6632
Hyundai,2007,74165,2.5,Manual,Diesel,3,3,7546
BMW,2005,72650,1.4,Automatic,Electric,3,10,8615
Toyota,2015,192588,2.0,Manual,Gasoline,2,7,11158
BMW,2015,236053,2.1,Manual,Diesel,3,6,6102
Toyota,2006,134858,3.9,Automatic,Diesel,1,5,6969
Honda,2012,106398,1.2,Automatic,Electric,3,3,11018
Chevrolet,2012,227182,3.6,Manual,Diesel,2,4,6471
Toyota,2004,102885,1.9,Automatic,Electric,3,1,6442
BMW,2019,158329,1.3,Manual,Diesel,2,9,10786
Hyundai,2021,105588,2.2,Manual,Electric,3,5,16638
Toyota,2017,108356,1.9,Manual,Gasoline,4,2,15733
Chevrolet,2014,88509,3.2,Automatic,Gasoline,2,9,16202
Toyota,2017,227345,2.4,Manual,Diesel,3,7,4878
Ford,2001,56672,4.9,Manual,Diesel,1,8,14968
Hyundai,2009,199380,4.9,Automatic,Electric,2,3,9733
Chevrolet,2022,213655,2.8,Manual,Electric,2,7,12924
Chevrolet,2012,27113,4.2,Manual,Gasoline,3,1,18293
Honda,2017,5694,1.1,Manual,Diesel,4,6,19584
BMW,2014,20588,3.2,Automatic,Electric,4,10,19448
Honda,2011,197828,4.0,Manual,Gasoline,3,6,6785
Chevrolet,2014,200157,1.9,Automatic,Gasoline,3,10,9407
Hyundai,2012,247431,1.2,Automatic,Electric,1,6,4254
Toyota,2017,197214,1.6,Manual,Diesel,3,3,9875
Toyota,2014,69373,2.8,Manual,Gasoline,2,6,14159
Hyundai,2022,90603,3.0,Automatic,Electric,3,3,20453
Chevrolet,2010,11704,2.5,Manual,Gasoline,1,10,15293
Toyota,2018,45136,2.8,Manual,Diesel,3,9,18846
Toyota,2002,72507,2.9,Automatic,Electric,3,7,8458
Toyota,2006,52361,4.1,Manual,Diesel,2,4,11386
BMW,2020,63847,1.4,Manual,Diesel,4,3,18438
BMW,2013,111359,4.1,Automatic,Gasoline,3,6,13130
Ford,2013,147513,3.8,Manual,Diesel,1,9,12616
Honda,2021,233084,4.0,Automatic,Gasoline,3,3,8866
Hyundai,2012,123906,3.9,Automatic,Electric,3,8,9368
Hyundai,2011,19677,2.9,Manual,Electric,2,6,19976
Hyundai,2008,32818,1.8,Automatic,Gasoline,4,4,16231
Ford,2000,6868,3.1,Manual,Gasoline,4,5,10547
BMW,2018,88591,4.8,Manual,Gasoline,4,3,19081
Chevrolet,2010,128962,3.4,Automatic,Diesel,3,2,9760
Chevrolet,2022,72264,1.0,Automatic,Electric,2,9,19121
Ford,2021,78168,1.2,Automatic,Electric,2,3,14428
Chevrolet,2022,148115,5.0,Automatic,Diesel,3,6,15339
Hyundai,2021,76939,1.3,Automatic,Gasoline,2,5,16996
Honda,2018,20732,1.2,Automatic,Electric,4,10,19428
Toyota,2017,60244,2.4,Manual,Diesel,2,8,15791
BMW,2011,154598,4.9,Manual,Gasoline,3,5,9061
BMW,2022,14340,2.3,Automatic,Electric,3,8,24399
Ford,2000,240560,2.6,Manual,Gasoline,1,5,-1356
BMW,2018,27394,3.5,Automatic,Diesel,1,10,19721
Hyundai,2019,103557,1.1,Automatic,Electric,2,6,16987
Chevrolet,2016,140174,4.6,Manual,Gasoline,2,5,19074
Hyundai,2004,237918,3.1,Manual,Gasoline,3,2,2559
Ford,2002,24159,2.9,Automatic,Gasoline,1,10,13951
Hyundai,2001,127366,4.4,Automatic,Diesel,1,10,5755
Chevrolet,2002,201164,4.8,Automatic,Gasoline,4,6,6303
Honda,2007,11212,2.7,Manual,Electric,4,7,16548
Ford,2015,233432,1.7,Automatic,Electric,3,3,4413
Honda,2005,42405,4.3,Automatic,Gasoline,3,3,12410
Toyota,2012,135632,2.6,Manual,Diesel,3,7,13464
Honda,2022,82061,4.7,Manual,Electric,3,10,20544
Toyota,2021,99296,4.8,Manual,Electric,1,4,22083
Toyota,2021,60186,1.5,Automatic,Electric,3,2,17729
Honda,2015,180311,4.8,Automatic,Gasoline,3,9,12626
Ford,2015,246876,2.5,Manual,Electric,1,9,9008
Chevrolet,2002,229065,3.6,Automatic,Gasoline,4,6,6352
Hyundai,2012,128145,1.1,Automatic,Gasoline,3,2,10712
Hyundai,2013,249623,4.6,Manual,Gasoline,4,3,7768
Chevrolet,2007,15532,3.6,Manual,Gasoline,1,5,17856
Toyota,2011,215126,3.6,Automatic,Gasoline,4,5,10015
Toyota,2022,208084,4.6,Manual,Electric,1,9,15665
Ford,2022,221351,3.0,Manual,Gasoline,3,10,13189
BMW,2021,71540,2.6,Automatic,Gasoline,4,3,19725
Honda,2020,244662,4.5,Automatic,Gasoline,3,2,8106
Toyota,2007,108021,4.0,Automatic,Gasoline,2,10,9505
Hyundai,2020,8271,4.8,Automatic,Gasoline,2,8,24168
Ford,2008,181554,4.8,Automatic,Gasoline,4,7,7381
Honda,2000,5209,2.5,Automatic,Electric,1,9,11712
Ford,2005,227071,2.8,Manual,Gasoline,4,3,3153
Honda,2022,141611,2.0,Manual,Gasoline,1,6,13055
Honda,2018,24977,3.6,Manual,Electric,2,5,21543
Chevrolet,2022,210214,2.5,Automatic,Electric,1,5,8183
Toyota,2010,114920,4.1,Automatic,Diesel,2,10,12210
Ford,2010,133156,1.5,Automatic,Electric,4,8,6076
Ford,2022,104588,1.5,Automatic,Electric,3,1,15226
Chevrolet,2012,73684,1.8,Automatic,Gasoline,3,1,14628
Hyundai,2010,235144,1.3,Manual,Diesel,3,3,1859
Hyundai,2017,128862,3.5,Automatic,Gasoline,1,2,10209
Toyota,2022,10607,1.6,Manual,Diesel,3,2,20301
Toyota,2014,221194,1.6,Automatic,Gasoline,1,2,4579
BMW,2000,99786,1.1,Manual,Electric,3,4,5013
Chevrolet,2020,131406,4.1,Manual,Electric,1,1,15658
Hyundai,2006,188011,4.2,Manual,Diesel,1,10,7650
Honda,2022,154666,1.6,Manual,Gasoline,2,9,16612
Ford,2012,194454,4.0,Manual,Gasoline,2,5,8523
Toyota,2011,12399,2.7,Manual,Electric,4,5,16753
Ford,2017,131812,2.0,Manual,Electric,2,9,12663
Ford,2018,161189,3.5,Automatic,Diesel,1,5,15460
BMW,2014,103662,1.7,Automatic,Electric,2,8,13130
Hyundai,2007,38617,4.0,Manual,Diesel,2,1,15208
Toyota,2018,143570,1.2,Automatic,Diesel,2,1,13141
Ford,2009,107826,4.8,Automatic,Diesel,1,4,8919
Toyota,2006,134851,1.3,Manual,Diesel,1,8,8431
Honda,2017,116077,3.3,Automatic,Electric,4,3,15557
BMW,2015,55624,4.6,Manual,Diesel,2,1,16569
Honda,2019,14628,1.0,Automatic,Electric,2,9,21745
Toyota,2005,136401,3.0,Manual,Diesel,1,9,10054
Toyota,2008,43619,2.4,Automatic,Electric,4,9,13239
Hyundai,2020,12032,3.3,Manual,Diesel,4,9,17958
Ford,2012,184166,1.9,Automatic,Electric,1,2,7276
Ford,2020,43034,1.3,Automatic,Gasoline,2,4,16051
Honda,2007,107658,3.5,Automatic,Diesel,4,2,5926
BMW,2015,126123,2.7,Manual,Diesel,4,7,14257
Chevrolet,2012,91158,3.5,Manual,Gasoline,2,3,16796
Ford,2012,60264,1.8,Automatic,Gasoline,4,9,13998
Hyundai,2016,99120,2.4,Automatic,Diesel,2,7,15162
Honda,2022,52850,3.2,Manual,Electric,4,8,23543
Honda,2019,9722,3.4,Automatic,Diesel,4,9,22169
Chevrolet,2004,22772,2.5,Automatic,Electric,1,8,11443
Hyundai,2021,91105,2.1,Manual,Gasoline,4,7,12787
BMW,2020,177751,2.1,Manual,Electric,2,9,14242
Hyundai,2016,204843,1.7,Automatic,Diesel,4,1,8893
BMW,2008,9576,2.3,Manual,Gasoline,1,4,16576
Hyundai,2001,162779,1.8,Automatic,Gasoline,4,4,-1834
Hyundai,2017,104404,3.5,Automatic,Diesel,3,5,19933
Toyota,2008,177704,3.3,Manual,Diesel,2,8,6133
Honda,2005,46476,2.5,Automatic,Gasoline,3,10,14361
Hyundai,2010,166357,2.3,Manual,Electric,1,1,3782
Chevrolet,2005,29154,2.0,Manual,Electric,3,6,10592
Hyundai,2005,156126,3.1,Automatic,Electric,4,9,6105
Ford,2012,22165,4.7,Manual,Diesel,2,10,17048
Honda,2010,19439,3.7,Automatic,Gasoline,3,8,15382
Ford,2013,123211,4.0,Manual,Electric,4,2,16279
Honda,2001,49518,4.3,Automatic,Gasoline,3,7,10845
Ford,2007,224123,2.4,Manual,Electric,4,5,7951
Hyundai,2002,31962,1.3,Automatic,Gasoline,4,2,11512
Hyundai,2022,190006,3.5,Automatic,Diesel,3,1,9590
Toyota,2020,244157,1.8,Manual,Diesel,1,2,7607
Chevrolet,2002,42763,3.3,Automatic,Diesel,2,10,10889
Ford,2000,121189,4.0,Automatic,Electric,1,6,5147
BMW,2018,115290,4.1,Automatic,Diesel,3,8,19075
Toyota,2017,200166,2.2,Automatic,Diesel,4,3,11215
Ford,2016,115814,3.0,Automatic,Diesel,3,5,18523
Ford,2019,24464,3.5,Automatic,Gasoline,4,2,19559
Toyota,2012,178108,4.3,Manual,Gasoline,4,8,11571
Hyundai,2002,128980,4.0,Manual,Gasoline,1,4,6746
Ford,2000,232021,5.0,Manual,Gasoline,1,10,2102
Hyundai,2003,169342,1.0,Manual,Gasoline,3,6,4755
Toyota,2012,47299,2.7,Automatic,Gasoline,2,3,19537
Hyundai,2016,221877,2.0,Automatic,Gasoline,1,8,10175
Honda,2010,36541,1.5,Manual,Diesel,4,8,15728
BMW,2001,78545,4.6,Automatic,Diesel,3,3,9855
Ford,2015,218615,5.0,Manual,Electric,3,9,12664
Chevrolet,2001,228070,1.7,Automatic,Diesel,2,10,2652
BMW,2018,134188,1.2,Automatic,Gasoline,3,5,10773
Hyundai,2022,213150,2.1,Manual,Gasoline,1,10,12025
Ford,2018,219042,4.3,Automatic,Electric,4,9,11099
Hyundai,2015,34765,2.2,Manual,Diesel,3,7,15896
Honda,2021,28769,1.2,Manual,Diesel,3,10,21727
Toyota,2018,224073,1.2,Manual,Electric,4,3,7325
Ford,2008,223476,2.7,Automatic,Gasoline,3,6,5574
Honda,2000,25156,4.7,Automatic,Gasoline,3,10,13907
Honda,2009,221908,2.1,Manual,Gasoline,2,2,3665
Ford,2018,186553,2.7,Automatic,Gasoline,1,6,8561
Hyundai,2000,149507,1.4,Manual,Electric,3,5,2223
Chevrolet,2001,205722,3.0,Manual,Diesel,1,3,3070
Honda,2015,182408,3.8,Automatic,Gasoline,2,7,11984
BMW,2011,172207,2.1,Manual,Diesel,1,4,3987
Honda,2007,78631,2.2,Automatic,Diesel,2,6,12491
Chevrolet,2022,42909,4.4,Automatic,Gasoline,1,9,21547
Hyundai,2017,74487,1.0,Automatic,Gasoline,1,6,16021
Hyundai,2001,157540,3.5,Manual,Gasoline,3,4,6652
BMW,2012,228681,2.6,Manual,Diesel,1,10,7606
Honda,2005,52655,2.2,Automatic,Electric,3,2,14531
Hyundai,2020,170413,3.6,Automatic,Gasoline,3,9,16478
Chevrolet,2005,247735,4.3,Manual,Diesel,1,4,2406
Ford,2008,200254,3.2,Automatic,Diesel,3,4,5384
Toyota,2015,56786,1.1,Automatic,Gasoline,1,2,14310
Toyota,2010,73304,2.8,Manual,Electric,4,5,12431
Toyota,2006,108606,2.9,Manual,Gasoline,3,6,10308
Honda,2009,182586,3.2,Manual,Gasoline,4,10,5803
BMW,2009,125938,3.7,Automatic,Electric,4,6,13767
Hyundai,2019,170051,1.1,Manual,Gasoline,3,3,10980
Ford,2017,226959,3.0,Manual,Gasoline,2,9,12258
Chevrolet,2019,85981,3.4,Manual,Electric,2,7,15433
Ford,2008,60107,2.4,Manual,Diesel,4,3,9834
Chevrolet,2014,137232,3.7,Manual,Diesel,4,4,14897
Honda,2003,92897,1.9,Manual,Diesel,1,7,6660
Toyota,2007,77577,2.3,Manual,Diesel,4,8,9227
Honda,2008,220375,4.9,Automatic,Diesel,3,6,9309
BMW,2012,146918,2.4,Manual,Gasoline,2,4,8329
BMW,2008,109180,2.4,Automatic,Electric,2,2,9603
Chevrolet,2003,24924,3.4,Automatic,Diesel,2,10,12070
Hyundai,2016,116193,4.9,Manual,Electric,3,8,17905
Hyundai,2015,149954,4.9,Automatic,Diesel,1,1,13955
Chevrolet,2014,216346,3.3,Manual,Gasoline,3,9,10705
BMW,2002,222627,1.0,Automatic,Diesel,3,8,-2229
BMW,2019,6095,4.6,Manual,Diesel,2,3,23077
BMW,2004,109205,3.3,Automatic,Electric,3,10,9522
Honda,2022,177055,2.5,Manual,Electric,4,4,12049
BMW,2004,247287,4.3,Manual,Gasoline,3,10,1364
Ford,2019,19123,2.6,Automatic,Electric,2,4,19869
Toyota,2014,229740,1.1,Automatic,Electric,2,2,4731
BMW,2017,202687,4.3,Manual,Electric,3,10,14525
Chevrolet,2014,231265,3.2,Automatic,Gasoline,4,5,9288
Toyota,2001,50278,2.4,Manual,Gasoline,4,3,7813
Honda,2012,102911,2.0,Automatic,Gasoline,2,1,10940
Chevrolet,2003,226362,3.4,Manual,Electric,4,2,3375
Toyota,2009,56999,1.8,Automatic,Electric,4,7,13963
Chevrolet,2012,36153,2.3,Manual,Gasoline,1,1,17469
Honda,2009,23344,3.5,Automatic,Electric,1,2,15405
Ford,2008,235849,4.5,Manual,Electric,4,10,6525
Honda,2007,42656,3.1,Automatic,Diesel,4,7,10106
Honda,2002,206587,4.0,Manual,Gasoline,1,1,1050
Chevrolet,2015,6212,4.1,Automatic,Gasoline,1,7,22311
Hyundai,2013,125385,3.7,Automatic,Electric,1,8,11047
BMW,2008,145073,2.0,Manual,Electric,2,2,4095
BMW,2020,83784,4.5,Automatic,Diesel,2,4,20748
Ford,2010,103723,2.7,Automatic,Gasoline,1,7,10924
Ford,2002,86144,1.2,Manual,Gasoline,1,1,4903
BMW,2004,172499,2.0,Manual,Electric,1,6,1517
Hyundai,2009,36368,4.1,Manual,Gasoline,2,5,12837
BMW,2012,206891,1.3,Manual,Electric,2,6,5162
Hyundai,2003,66160,1.6,Automatic,Diesel,4,8,8809
Ford,2012,161926,3.8,Automatic,Electric,3,1,12791
Toyota,2011,15715,4.6,Automatic,Diesel,4,3,17848
Chevrolet,2004,217773,3.5,Manual,Electric,3,9,3369
Ford,2009,63784,1.9,Automatic,Diesel,3,8,11932
Ford,2008,134193,1.2,Automatic,Diesel,3,4,2885
Honda,2019,104644,3.5,Manual,Gasoline,4,10,16287
Honda,2006,31797,1.2,Automatic,Electric,2,9,13279
Honda,2001,52573,3.5,Automatic,Gasoline,2,7,10745
Chevrolet,2021,81120,1.9,Manual,Gasoline,2,2,18595
Honda,2022,19780,4.6,Automatic,Electric,2,1,25374
Hyundai,2006,42905,2.9,Manual,Gasoline,4,1,9064
BMW,2007,157645,1.9,Manual,Gasoline,1,3,5016
Toyota,2006,121049,4.4,Automatic,Gasoline,3,10,12855
Ford,2020,134651,2.0,Automatic,Electric,2,2,14177
Hyundai,2022,38359,2.2,Automatic,Gasoline,2,4,19883
Toyota,2013,71062,4.3,Manual,Gasoline,4,8,18614
Hyundai,2018,78391,2.2,Manual,Gasoline,3,5,14697
Hyundai,2004,48463,2.6,Automatic,Electric,2,5,9713
Ford,2022,104596,2.4,Automatic,Diesel,1,6,15675
BMW,2017,100018,1.5,Manual,Diesel,2,5,11340
Honda,2019,21571,1.2,Automatic,Diesel,3,5,18178
Chevrolet,2011,233348,3.9,Automatic,Diesel,1,7,7293
BMW,2022,155214,3.6,Manual,Gasoline,4,6,13851
Chevrolet,2016,30104,2.1,Automatic,Electric,1,10,17880
Ford,2012,13625,2.2,Automatic,Gasoline,3,2,15022
Ford,2001,44199,4.8,Automatic,Electric,3,1,11536
Ford,2012,125725,5.0,Automatic,Gasoline,1,1,16202
Toyota,2006,151998,2.9,Manual,Diesel,2,4,7372
Chevrolet,2009,36218,4.2,Manual,Diesel,3,2,15801
BMW,2022,180544,3.9,Manual,Electric,1,6,19048
BMW,2005,96916,2.2,Manual,Gasoline,3,9,8239
Hyundai,2002,128182,1.2,Automatic,Diesel,2,10,6516
Hyundai,2002,25566,1.6,Automatic,Electric,2,10,9759
Hyundai,2017,192197,4.4,Automatic,Gasoline,1,8,14161
Ford,2010,38205,3.9,Automatic,Electric,4,4,14080
BMW,2021,114084,3.7,Manual,Gasoline,4,2,16526
Chevrolet,2019,34717,1.5,Automatic,Gasoline,2,1,16741
Ford,2004,186056,3.6,Automatic,Gasoline,4,7,3410
Toyota,2018,112292,4.1,Manual,Electric,2,10,12732
Hyundai,2021,161207,4.4,Manual,Electric,4,3,16454
Ford,2018,164236,1.1,Manual,Gasoline,2,6,9714
Ford,2014,210561,3.7,Automatic,Diesel,3,5,8628
Toyota,2015,43562,1.1,Manual,Gasoline,1,5,15162
Honda,2008,205182,3.8,Automatic,Electric,1,2,3309
BMW,2003,25169,3.5,Automatic,Gasoline,4,9,12355
Chevrolet,2014,195930,1.6,Manual,Electric,1,4,4130
Honda,2011,26604,4.1,Manual,Gasoline,4,10,16850
Hyundai,2022,94670,1.3,Manual,Gasoline,2,1,19162
Ford,2002,119605,4.3,Automatic,Diesel,3,2,6943
Toyota,2022,93738,2.0,Automatic,Diesel,1,9,15418
Toyota,2013,136756,3.8,Automatic,Electric,3,7,11681
BMW,2016,133140,4.7,Manual,Gasoline,1,10,18679
Honda,2018,107537,2.4,Automatic,Electric,2,2,13824
BMW,2005,116301,3.0,Automatic,Gasoline,1,7,5785
Ford,2003,13007,2.9,Automatic,Gasoline,1,4,8998
BMW,2006,119915,1.6,Automatic,Gasoline,2,10,7293
Chevrolet,2018,236704,3.4,Manual,Diesel,4,2,10891
Toyota,2016,122419,4.0,Automatic,Electric,4,4,15661
Toyota,2015,46787,4.7,Manual,Gasoline,2,5,21056
Hyundai,2014,54582,4.4,Manual,Gasoline,4,4,18826
Hyundai,2021,210863,3.0,Automatic,Electric,1,3,11779
Ford,2007,233870,3.9,Automatic,Electric,3,6,-474
Chevrolet,2018,88629,4.2,Manual,Gasoline,2,1,20138
Honda,2007,10782,3.0,Automatic,Diesel,1,8,12347
BMW,2017,71770,1.5,Manual,Diesel,2,5,20032
Ford,2015,62645,2.8,Automatic,Gasoline,3,8,14934
Hyundai,2019,108509,4.4,Automatic,Diesel,1,10,16523
BMW,2018,235796,3.4,Manual,Electric,1,4,8444
Hyundai,2009,168068,3.9,Automatic,Diesel,3,4,8924
BMW,2016,34204,1.7,Manual,Electric,3,5,14248
Honda,2012,22152,4.9,Manual,Electric,4,5,17022
Ford,2012,191258,2.6,Automatic,Electric,1,6,10006
BMW,2006,243972,3.6,Manual,Electric,3,5,6083
Chevrolet,2009,95555,1.1,Automatic,Diesel,3,5,7611
Toyota,2001,221096,1.5,Automatic,Electric,1,8,912
Chevrolet,2003,238731,4.1,Automatic,Gasoline,4,6,1716
Chevrolet,2005,24689,4.9,Manual,Electric,2,2,15869
Toyota,2017,186762,2.3,Automatic,Gasoline,4,4,8567
Chevrolet,2022,230114,1.1,Automatic,Electric,3,4,10956
BMW,2005,88251,2.4,Manual,Electric,2,5,9220
BMW,2022,193392,1.1,Manual,Diesel,2,6,10545
BMW,2016,200298,1.8,Manual,Electric,4,5,8710
Toyota,2013,192163,4.0,Manual,Electric,2,6,12880
